货币名称,现汇买入价,现钞买入价,现汇卖出价,现钞卖出价,外管局中间价,中行折算价,发布时间
英镑,867.15,840.2,873.53,875.45,866.05,866.05,2018.06.26 18:43:45
英镑,867.02,840.08,873.4,875.32,866.05,866.05,2018.06.26 18:38:20
英镑,867.02,840.08,873.4,875.32,866.05,866.05,2018.06.26 18:35:03
英镑,867.15,840.2,873.53,875.45,866.05,866.05,2018.06.26 18:33:38
英镑,867.48,840.52,873.86,875.78,866.05,866.05,2018.06.26 18:28:30
英镑,867.22,840.27,873.6,875.52,866.05,866.05,2018.06.26 18:26:26
英镑,867.48,840.52,873.86,875.78,866.05,866.05,2018.06.26 18:25:01
英镑,867.48,840.52,873.86,875.78,866.05,866.05,2018.06.26 18:22:29
英镑,867.35,840.4,873.73,875.65,866.05,866.05,2018.06.26 18:19:41
英镑,867.35,840.4,873.73,875.65,866.05,866.05,2018.06.26 18:18:25
英镑,867.35,840.4,873.73,875.65,866.05,866.05,2018.06.26 18:17:01
英镑,867.22,840.27,873.6,875.52,866.05,866.05,2018.06.26 18:14:45
英镑,867.35,840.4,873.73,875.65,866.05,866.05,2018.06.26 18:13:50
英镑,867.67,840.71,874.06,875.98,866.05,866.05,2018.06.26 18:10:35
英镑,867.67,840.71,874.06,875.98,866.05,866.05,2018.06.26 18:09:52
英镑,867.61,840.66,874,875.92,866.05,866.05,2018.06.26 18:06:35
英镑,867.55,840.59,873.93,875.85,866.05,866.05,2018.06.26 18:05:35
英镑,867.48,840.52,873.86,875.78,866.05,866.05,2018.06.26 18:04:03
英镑,867.61,840.66,874,875.92,866.05,866.05,2018.06.26 17:55:51
英镑,867.42,840.46,873.8,875.72,866.05,866.05,2018.06.26 17:54:39
英镑,867.55,840.59,873.93,875.85,866.05,866.05,2018.06.26 17:53:56
英镑,867.09,840.14,873.47,875.39,866.05,866.05,2018.06.26 17:50:22
英镑,867.16,840.21,873.54,875.46,866.05,866.05,2018.06.26 17:46:50
英镑,867.02,840.08,873.4,875.32,866.05,866.05,2018.06.26 17:44:17
英镑,866.43,839.51,872.81,874.72,866.05,866.05,2018.06.26 17:40:12
英镑,866.1,839.19,872.48,874.39,866.05,866.05,2018.06.26 17:39:05
英镑,867.09,840.14,873.47,875.39,866.05,866.05,2018.06.26 17:32:02
英镑,867.02,840.08,873.4,875.32,866.05,866.05,2018.06.26 17:23:01
英镑,866.82,839.88,873.2,875.11,866.05,866.05,2018.06.26 17:22:51
英镑,866.35,839.43,872.73,874.64,866.05,866.05,2018.06.26 17:15:17
英镑,867.54,840.58,873.92,875.84,866.05,866.05,2018.06.26 17:04:36
英镑,867.2,840.25,873.58,875.5,866.05,866.05,2018.06.26 16:46:37
英镑,867.21,840.26,873.59,875.51,866.05,866.05,2018.06.26 16:45:36
英镑,867.4,840.44,873.78,875.7,866.05,866.05,2018.06.26 16:42:47
英镑,867.21,840.26,873.59,875.51,866.05,866.05,2018.06.26 16:41:37
英镑,867.34,840.39,873.72,875.64,866.05,866.05,2018.06.26 16:40:22
英镑,867.4,840.44,873.78,875.7,866.05,866.05,2018.06.26 16:39:21
英镑,867.65,840.7,874.04,875.96,866.05,866.05,2018.06.26 16:37:44
英镑,867.27,840.32,873.65,875.57,866.05,866.05,2018.06.26 16:37:17
英镑,867.4,840.44,873.78,875.7,866.05,866.05,2018.06.26 16:36:11
英镑,867.4,840.44,873.78,875.7,866.05,866.05,2018.06.26 16:35:10
英镑,867.34,840.39,873.72,875.64,866.05,866.05,2018.06.26 16:34:52
英镑,867.21,840.26,873.59,875.51,866.05,866.05,2018.06.26 16:34:45
英镑,867.14,840.19,873.52,875.44,866.05,866.05,2018.06.26 16:34:10
英镑,866.81,839.87,873.19,875.1,866.05,866.05,2018.06.26 16:34:02
英镑,866.74,839.81,873.12,875.03,866.05,866.05,2018.06.26 16:33:35
英镑,866.74,839.81,873.12,875.03,866.05,866.05,2018.06.26 16:31:51
英镑,866.67,839.74,873.05,874.96,866.05,866.05,2018.06.26 16:31:46
英镑,866.74,839.81,873.12,875.03,866.05,866.05,2018.06.26 16:29:41
英镑,866.74,839.81,873.12,875.03,866.05,866.05,2018.06.26 16:29:24
英镑,866.83,839.89,873.21,875.12,866.05,866.05,2018.06.26 16:28:45
英镑,866.87,839.93,873.25,875.16,866.05,866.05,2018.06.26 16:28:34
英镑,866.67,839.74,873.05,874.96,866.05,866.05,2018.06.26 16:28:27
英镑,866.94,840,873.32,875.23,866.05,866.05,2018.06.26 16:25:49
英镑,866.87,839.93,873.25,875.16,866.05,866.05,2018.06.26 16:23:51
英镑,866.54,839.61,872.92,874.83,866.05,866.05,2018.06.26 16:22:30
英镑,866.54,839.61,872.92,874.83,866.05,866.05,2018.06.26 16:09:36
英镑,866.8,839.86,873.18,875.09,866.05,866.05,2018.06.26 16:08:13
英镑,866.47,839.55,872.85,874.76,866.05,866.05,2018.06.26 16:07:07
英镑,866.54,839.61,872.92,874.83,866.05,866.05,2018.06.26 16:06:59
英镑,866.8,839.86,873.18,875.09,866.05,866.05,2018.06.26 16:05:08
英镑,867.26,840.31,873.64,875.56,866.05,866.05,2018.06.26 15:53:42
英镑,867.61,840.66,874,875.92,866.05,866.05,2018.06.26 15:52:18
英镑,867.36,840.41,873.74,875.66,866.05,866.05,2018.06.26 15:46:38
英镑,867.32,840.37,873.7,875.62,866.05,866.05,2018.06.26 15:41:03
英镑,867.36,840.41,873.74,875.66,866.05,866.05,2018.06.26 15:38:29
英镑,867.45,840.49,873.83,875.75,866.05,866.05,2018.06.26 15:37:24
英镑,867.26,840.31,873.64,875.56,866.05,866.05,2018.06.26 15:33:55
英镑,867.39,840.43,873.77,875.69,866.05,866.05,2018.06.26 15:32:11
英镑,867.35,840.4,873.73,875.65,866.05,866.05,2018.06.26 15:24:33
英镑,867.09,840.14,873.47,875.39,866.05,866.05,2018.06.26 15:22:15
英镑,867.36,840.41,873.74,875.66,866.05,866.05,2018.06.26 15:10:17
英镑,867.52,840.56,873.9,875.82,866.05,866.05,2018.06.26 15:06:59
英镑,867.46,840.5,873.84,875.76,866.05,866.05,2018.06.26 15:06:18
英镑,866.88,839.94,873.26,875.17,866.05,866.05,2018.06.26 14:47:28
英镑,866.8,839.86,873.18,875.09,866.05,866.05,2018.06.26 14:45:16
英镑,866.74,839.81,873.12,875.03,866.05,866.05,2018.06.26 14:45:00
英镑,866.67,839.74,873.05,874.96,866.05,866.05,2018.06.26 14:43:27
英镑,866.47,839.55,872.85,874.76,866.05,866.05,2018.06.26 14:42:17
英镑,866.63,839.7,873.01,874.92,866.05,866.05,2018.06.26 14:41:50
英镑,866.73,839.8,873.11,875.02,866.05,866.05,2018.06.26 14:37:20
英镑,866.86,839.92,873.24,875.15,866.05,866.05,2018.06.26 14:36:08
英镑,866.9,839.96,873.28,875.19,866.05,866.05,2018.06.26 14:35:05
英镑,866.73,839.8,873.11,875.02,866.05,866.05,2018.06.26 14:34:07
英镑,866.8,839.86,873.18,875.09,866.05,866.05,2018.06.26 14:32:27
英镑,866.73,839.8,873.11,875.02,866.05,866.05,2018.06.26 14:30:04
英镑,867.32,840.37,873.7,875.62,866.05,866.05,2018.06.26 14:24:53
英镑,867.42,840.46,873.8,875.72,866.05,866.05,2018.06.26 14:20:32
英镑,867.19,840.24,873.57,875.49,866.05,866.05,2018.06.26 14:12:17
英镑,867.19,840.24,873.57,875.49,866.05,866.05,2018.06.26 14:06:41
英镑,867.05,840.11,873.43,875.35,866.05,866.05,2018.06.26 14:06:34
英镑,867.12,840.17,873.5,875.42,866.05,866.05,2018.06.26 14:04:59
英镑,867.18,840.23,873.56,875.48,866.05,866.05,2018.06.26 14:04:43
英镑,867.32,840.37,873.7,875.62,866.05,866.05,2018.06.26 13:57:26
英镑,867.38,840.42,873.76,875.68,866.05,866.05,2018.06.26 13:51:31
英镑,867.38,840.42,873.76,875.68,866.05,866.05,2018.06.26 13:48:56
英镑,867.45,840.49,873.83,875.75,866.05,866.05,2018.06.26 13:47:31
英镑,867.32,840.37,873.7,875.62,866.05,866.05,2018.06.26 13:45:09
英镑,867.57,840.62,873.96,875.88,866.05,866.05,2018.06.26 13:43:48
英镑,867.77,840.81,874.16,876.08,866.05,866.05,2018.06.26 13:40:07
英镑,867.77,840.81,874.16,876.08,866.05,866.05,2018.06.26 13:34:37
英镑,868.13,841.16,874.53,876.44,866.05,866.05,2018.06.26 11:45:25
英镑,868.23,841.26,874.63,876.54,866.05,866.05,2018.06.26 11:37:34
英镑,868.01,841.04,874.41,876.32,866.05,866.05,2018.06.26 11:29:34
英镑,867.91,840.95,874.31,876.22,866.05,866.05,2018.06.26 11:25:45
英镑,867.97,841,874.37,876.28,866.05,866.05,2018.06.26 11:21:27
英镑,867.84,840.88,874.24,876.15,866.05,866.05,2018.06.26 11:21:04
英镑,867.85,840.89,874.25,876.16,866.05,866.05,2018.06.26 11:21:04
英镑,867.77,840.81,874.16,876.08,866.05,866.05,2018.06.26 11:19:39
英镑,867.77,840.81,874.16,876.08,866.05,866.05,2018.06.26 11:19:33
英镑,867.69,840.73,874.08,876,866.05,866.05,2018.06.26 11:19:21
英镑,867.81,840.85,874.2,876.12,866.05,866.05,2018.06.26 11:17:43
英镑,867.84,840.88,874.24,876.15,866.05,866.05,2018.06.26 11:17:06
英镑,867.93,840.97,874.33,876.24,866.05,866.05,2018.06.26 11:15:37
英镑,867.89,840.93,874.29,876.2,866.05,866.05,2018.06.26 11:15:20
英镑,867.97,841,874.37,876.28,866.05,866.05,2018.06.26 11:13:00
英镑,868.01,841.04,874.41,876.32,866.05,866.05,2018.06.26 11:11:23
英镑,868.14,841.17,874.54,876.45,866.05,866.05,2018.06.26 11:09:14
英镑,868.1,841.13,874.5,876.41,866.05,866.05,2018.06.26 11:07:45
英镑,868.08,841.11,874.48,876.39,866.05,866.05,2018.06.26 11:07:35
英镑,867.9,840.94,874.3,876.21,866.05,866.05,2018.06.26 11:04:00
英镑,867.9,840.94,874.3,876.21,866.05,866.05,2018.06.26 10:55:04
英镑,868.04,841.07,874.44,876.35,866.05,866.05,2018.06.26 10:54:59
英镑,868.2,841.23,874.6,876.51,866.05,866.05,2018.06.26 10:52:36
英镑,868.17,841.2,874.57,876.48,866.05,866.05,2018.06.26 10:47:33
英镑,868.1,841.13,874.5,876.41,866.05,866.05,2018.06.26 10:42:57
英镑,868.23,841.26,874.63,876.54,866.05,866.05,2018.06.26 10:40:07
英镑,868.1,841.13,874.5,876.41,866.05,866.05,2018.06.26 10:39:50
英镑,868.1,841.13,874.5,876.41,866.05,866.05,2018.06.26 10:33:16
英镑,868.17,841.2,874.57,876.48,866.05,866.05,2018.06.26 10:33:06
英镑,868.04,841.07,874.44,876.35,866.05,866.05,2018.06.26 10:32:06
英镑,867.97,841,874.37,876.28,866.05,866.05,2018.06.26 10:30:51
英镑,867.84,840.88,874.24,876.15,866.05,866.05,2018.06.26 10:30:33
英镑,867.9,840.94,874.3,876.21,866.05,866.05,2018.06.26 10:28:47
英镑,867.9,840.94,874.3,876.21,866.05,866.05,2018.06.26 10:28:05
英镑,867.77,840.81,874.16,876.08,866.05,866.05,2018.06.26 10:27:42
英镑,867.71,840.75,874.1,876.02,866.05,866.05,2018.06.26 10:27:32
英镑,867.64,840.69,874.03,875.95,866.05,866.05,2018.06.26 10:25:16
英镑,867.57,840.62,873.96,875.88,866.05,866.05,2018.06.26 10:25:15
英镑,867.35,840.4,873.73,875.65,866.05,866.05,2018.06.26 10:19:33
英镑,867.23,840.28,873.61,875.53,866.05,866.05,2018.06.26 10:19:04
英镑,867.19,840.24,873.57,875.49,866.05,866.05,2018.06.26 10:18:38
英镑,867.32,840.37,873.7,875.62,866.05,866.05,2018.06.26 10:17:31
英镑,867.25,840.3,873.63,875.55,866.05,866.05,2018.06.26 10:16:42
英镑,867.25,840.3,873.63,875.55,866.05,866.05,2018.06.26 10:16:42
英镑,867.25,840.3,873.63,875.55,866.05,866.05,2018.06.26 10:16:22
英镑,866.99,840.05,873.37,875.29,866.05,866.05,2018.06.26 10:15:51
英镑,866.72,839.79,873.1,875.01,866.05,866.05,2018.06.26 10:14:54
英镑,866.79,839.85,873.17,875.08,866.05,866.05,2018.06.26 10:14:50
英镑,866.79,839.85,873.17,875.08,866.05,866.05,2018.06.26 10:12:14
英镑,866.85,839.91,873.23,875.14,866.05,866.05,2018.06.26 10:11:29
英镑,866.85,839.91,873.23,875.14,866.05,866.05,2018.06.26 10:09:44
英镑,866.72,839.79,873.1,875.01,866.05,866.05,2018.06.26 10:08:08
英镑,866.52,839.59,872.9,874.81,866.05,866.05,2018.06.26 10:06:04
英镑,866.66,839.73,873.04,874.95,866.05,866.05,2018.06.26 10:05:26
英镑,866.26,839.34,872.64,874.55,866.05,866.05,2018.06.26 10:04:14
英镑,866.13,839.22,872.51,874.42,866.05,866.05,2018.06.26 10:03:58
英镑,865.99,839.08,872.37,874.28,866.05,866.05,2018.06.26 09:59:59
英镑,866.03,839.12,872.41,874.32,866.05,866.05,2018.06.26 09:57:29
英镑,865.92,839.01,872.3,874.21,866.05,866.05,2018.06.26 09:57:15
英镑,865.84,838.94,872.22,874.13,866.05,866.05,2018.06.26 09:56:58
英镑,865.82,838.92,872.2,874.11,866.05,866.05,2018.06.26 09:55:46
英镑,865.66,838.76,872.04,873.95,866.05,866.05,2018.06.26 09:48:15
英镑,865.8,838.9,872.18,874.09,866.05,866.05,2018.06.26 09:45:53
英镑,865.66,838.76,872.04,873.95,866.05,866.05,2018.06.26 09:45:37
英镑,865.53,838.64,871.91,873.82,866.05,866.05,2018.06.26 09:44:34
英镑,865.26,838.38,871.63,873.54,866.05,866.05,2018.06.26 09:42:19
英镑,865.34,838.45,871.71,873.62,866.05,866.05,2018.06.26 09:42:19
英镑,865.2,838.32,871.57,873.48,866.05,866.05,2018.06.26 09:40:47
英镑,865.07,838.19,871.44,873.35,866.05,866.05,2018.06.26 09:36:16
英镑,865.07,838.19,871.44,873.35,866.05,866.05,2018.06.26 09:35:26
英镑,864.83,837.96,871.2,873.11,866.05,866.05,2018.06.26 09:34:50
英镑,864.74,837.88,871.11,873.02,866.05,866.05,2018.06.26 09:33:41
英镑,864.73,837.87,871.1,873.01,866.05,866.05,2018.06.26 09:31:17
英镑,864.87,838,871.24,873.15,866.05,866.05,2018.06.26 09:24:05
英镑,864.87,838,871.24,873.15,866.05,866.05,2018.06.26 09:23:59
英镑,864.93,838.06,871.3,873.21,860.86,860.86,2018.06.26 09:21:22
英镑,865.2,838.32,871.57,873.48,860.86,860.86,2018.06.26 09:21:15
英镑,865.73,838.83,872.11,874.02,860.86,860.86,2018.06.26 09:21:03
英镑,865.53,838.64,871.91,873.82,860.86,860.86,2018.06.26 09:21:11
英镑,865.93,839.02,872.31,874.22,860.86,860.86,2018.06.26 09:20:58
英镑,865.6,838.71,871.98,873.89,860.86,860.86,2018.06.26 09:20:52
英镑,865.33,838.44,871.7,873.61,860.86,860.86,2018.06.26 08:41:46
英镑,865.53,838.64,871.91,873.82,860.86,860.86,2018.06.26 06:50:57
英镑,865,838.13,871.37,873.28,860.86,860.86,2018.06.26 05:30:00
英镑,865,838.13,871.37,873.28,860.86,860.86,2018.06.26 05:30:00
英镑,865,838.13,871.37,873.28,860.86,860.86,2018.06.26 05:30:00
英镑,865,838.13,871.37,873.28,860.86,860.86,2018.06.25 23:53:50
英镑,865,838.13,871.37,873.28,860.86,860.86,2018.06.26 00:00:05
英镑,865,838.13,871.37,873.28,860.86,860.86,2018.06.25 23:53:50
英镑,865,838.13,871.37,873.28,860.86,860.86,2018.06.25 23:53:50
英镑,864.87,838,871.24,873.15,860.86,860.86,2018.06.25 23:35:57
英镑,864.68,837.82,871.05,872.96,860.86,860.86,2018.06.25 23:25:24
英镑,864.49,837.62,870.85,872.76,860.86,860.86,2018.06.25 23:22:17
英镑,864.43,837.57,870.79,872.7,860.86,860.86,2018.06.25 23:17:10
英镑,864.49,837.62,870.85,872.76,860.86,860.86,2018.06.25 23:05:23
英镑,864.68,837.82,871.05,872.96,860.86,860.86,2018.06.25 23:03:04
英镑,864.29,837.43,870.65,872.56,860.86,860.86,2018.06.25 22:58:41
英镑,864.55,837.69,870.92,872.83,860.86,860.86,2018.06.25 22:55:59
英镑,864.49,837.62,870.85,872.76,860.86,860.86,2018.06.25 22:50:36
英镑,864.03,837.18,870.39,872.3,860.86,860.86,2018.06.25 22:48:47
英镑,864.43,837.57,870.79,872.7,860.86,860.86,2018.06.25 22:46:35
英镑,864.74,837.88,871.11,873.02,860.86,860.86,2018.06.25 22:44:37
英镑,864.94,838.07,871.31,873.22,860.86,860.86,2018.06.25 22:39:19
英镑,865.01,838.14,871.38,873.29,860.86,860.86,2018.06.25 22:38:20
英镑,865.2,838.32,871.57,873.48,860.86,860.86,2018.06.25 22:36:56
英镑,865.2,838.32,871.57,873.48,860.86,860.86,2018.06.25 22:36:01
英镑,865.21,838.33,871.58,873.49,860.86,860.86,2018.06.25 22:25:36
英镑,865.27,838.39,871.64,873.55,860.86,860.86,2018.06.25 22:22:42
英镑,865.6,838.71,871.98,873.89,860.86,860.86,2018.06.25 22:18:40
英镑,865.6,838.71,871.98,873.89,860.86,860.86,2018.06.25 22:16:28
英镑,865.6,838.71,871.98,873.89,860.86,860.86,2018.06.25 22:08:51
英镑,865.92,839.01,872.3,874.21,860.86,860.86,2018.06.25 22:05:27
英镑,865.6,838.71,871.98,873.89,860.86,860.86,2018.06.25 22:00:16
英镑,865.47,838.58,871.85,873.76,860.86,860.86,2018.06.25 21:59:22
英镑,865.27,838.39,871.64,873.55,860.86,860.86,2018.06.25 21:59:03
英镑,865.53,838.64,871.91,873.82,860.86,860.86,2018.06.25 21:53:55
英镑,865.86,838.96,872.24,874.15,860.86,860.86,2018.06.25 21:52:15
英镑,865.6,838.71,871.98,873.89,860.86,860.86,2018.06.25 21:49:39
英镑,865.46,838.57,871.84,873.75,860.86,860.86,2018.06.25 21:47:06
英镑,865.53,838.64,871.91,873.82,860.86,860.86,2018.06.25 21:44:05
英镑,865.4,838.51,871.78,873.69,860.86,860.86,2018.06.25 21:43:19
英镑,865.53,838.64,871.91,873.82,860.86,860.86,2018.06.25 21:41:03
英镑,865.59,838.7,871.97,873.88,860.86,860.86,2018.06.25 21:39:30
英镑,865.66,838.76,872.04,873.95,860.86,860.86,2018.06.25 21:37:20
英镑,865.85,838.95,872.23,874.14,860.86,860.86,2018.06.25 21:35:03
英镑,865.66,838.76,872.04,873.95,860.86,860.86,2018.06.25 21:33:05
英镑,865.53,838.64,871.91,873.82,860.86,860.86,2018.06.25 21:30:34
英镑,865.53,838.64,871.91,873.82,860.86,860.86,2018.06.25 21:30:15
英镑,865.13,838.25,871.5,873.41,860.86,860.86,2018.06.25 21:30:04
英镑,864.87,838,871.24,873.15,860.86,860.86,2018.06.25 21:21:15
英镑,864.67,837.81,871.04,872.95,860.86,860.86,2018.06.25 21:18:20
英镑,864.8,837.93,871.17,873.08,860.86,860.86,2018.06.25 21:13:24
英镑,864.67,837.81,871.04,872.95,860.86,860.86,2018.06.25 21:07:13
英镑,864.67,837.81,871.04,872.95,860.86,860.86,2018.06.25 21:06:16
英镑,864.54,837.68,870.91,872.82,860.86,860.86,2018.06.25 21:02:09
英镑,864.54,837.68,870.91,872.82,860.86,860.86,2018.06.25 21:01:15
英镑,864.6,837.74,870.97,872.88,860.86,860.86,2018.06.25 20:55:48
英镑,864.6,837.74,870.97,872.88,860.86,860.86,2018.06.25 20:53:32
英镑,864.74,837.88,871.11,873.02,860.86,860.86,2018.06.25 20:49:41
英镑,865,838.13,871.37,873.28,860.86,860.86,2018.06.25 20:43:44
英镑,865,838.13,871.37,873.28,860.86,860.86,2018.06.25 20:41:04
英镑,865.13,838.25,871.5,873.41,860.86,860.86,2018.06.25 20:33:15
英镑,865.13,838.25,871.5,873.41,860.86,860.86,2018.06.25 20:32:10
英镑,865.13,838.25,871.5,873.41,860.86,860.86,2018.06.25 20:30:27
英镑,865.13,838.25,871.5,873.41,860.86,860.86,2018.06.25 20:26:46
英镑,865.13,838.25,871.5,873.41,860.86,860.86,2018.06.25 20:26:08
